"Member Name & ID","Sponsored member & prefix","Reference Visibility","Total Backfile DOIs","Total Current DOIs","Deposits Backfile References","Deposits Current References"
"Editorial Committee of the Swedish Institutes at Athens and Rome (ECSI) (ID 11995)","Editorial Committee of the Swedish Institutes at Athens and Rome (ECSI)10.30549","open","166","32","true","true"
"Editorial CSIC (ID 2373)","Editorial CSIC10.3989","open","28337","3439","true","true"
"Editorial Universidad Catolica de Colombia (ID 5724)","Editorial Universidad Catolica e Colombia10.14718","open","375","273","false","true"
"Editorum, LLC (ID 9061)","Editorum10.21610","open","2","0","true","false"
"eDIzioNi AkME (ID 25376)","eDIzioNi AkME10.36175","open","3","1","true","false"
"Edizioni Ca Foscari (ID 12144)","Edizioni Ca Foscari10.30687","open","0","1878","false","true"
"Edizioni Minerva Medica (ID 17149)","Edizioni Minerva Medica10.23736","open","237","3855","true","true"
"EDP Sciences (ID 250)","EDP Sciences10.9742","open","225245","46077","true","true"
"EDP Sciences (ID 250)","EDP Sciences10.2516","open","225245","46077","true","true"
"EDP Sciences (ID 250)","EDP Sciences10.2515","open","225245","46077","true","true"
"EDP Sciences (ID 250)","EDP Sciences10.1051","open","225245","46077","true","true"
"Ege Tip Bilimleri Dergisi (ID 19499)","Ege Tip Bilimleri Dergisi10.33713","open","0","60","false","true"
"Ege Universitesi Devlet Turk Musikisi Konservatuvarı Dergisi (ID 16906)","Ege Universitesi Devlet Turk Musikisi Konservatuvarı Dergisi10.31722","open","12","49","true","true"
"Ekonomi Isletme Maliye Arastirmalari Dergisi (ID 25070)","Ekonomi Isletme Maliye Arastirmalari Dergisi10.38009","open","0","32","false","true"
"Ekonomi Politika ve  Finanas Arastirmalari  Dergisi (ID 12235)","Ekonomi Politika ve Finanas Arastirmalari Dergisi10.30784","open","16","55","true","true"
"El Colegio de la Frontera Norte A.C. (ID 19072)","El Colegio de la Frontera Norte A.C.10.33679","open","0","41","false","true"
"El Colegio de la Frontera Norte A.C. (ID 19072)","El Colegio de la Frontera Norte A.C.10.17428","open","0","41","false","true"
"El-Cezeri: Journal of Science and Engineering (ID 15982)","El-Cezeri: Journal of Science and Engineering10.31202","open","138","240","true","true"
"Elewa Biosciences, F.a.C.T Ltd (K) (ID 20862)","Elewa Biosciences, F.a.C.T Ltd (K)10.35759","open","664","280","false","true"
"eLife Sciences Publications, Ltd (ID 4374)","eLife Sciences Publications, Ltd.10.7554","open","13165","10360","true","true"
"EMBO (ID 79)","EMBO10.15252","open","7526","1763","true","true"
"Embrapa Florestas (ID 2979)","Embrapa Florestas10.4336","open","468","76","false","true"
"Emerald (ID 140)","Emerald (MCB UP )10.1108","open","360671","66581","true","true"
"Emerald (ID 140)","Emerald - Emerald Open Research10.35241","open","360671","66581","true","true"
"Emerald (ID 140)","Emerald - Pier Professional10.5042","open","360671","66581","true","true"
"Empress Publishing, LLC (ID 16101)","Empress Publishing, LLC10.31010","open","0","1","false","true"
"Engineered Science Publisher (ID 12370)","Engineered Science Publisher10.30919","open","0","260","false","true"
"ENT Updates Journal (ID 17595)","ENT Updates Journal10.32448","open","88","74","false","true"
"Enviro Research Publishers (ID 5089)","Enviro Research Publishers10.12944","open","1415","500","true","true"
"Environmental and Engineering Geophysical Society (ID 2613)","Environmental and Engineering Geophysical Society10.32389","open","587","0","true","false"
"Environmental Health Perspectives (ID 252)","Environmental Health Perspectives10.1289","open","24777","2695","true","true"
"Environmental Research and Technology (ID 20462)","Environmental Research and Technology10.35208","open","0","29","false","true"
"Episteme Health Inc (ID 20825)","Episteme Health Inc10.35430","open","0","6","false","true"
"Equinox Publishing (ID 426)","Computer Assisted Language Instruction Consortium CALICO10.11139","limited","11317","1870","true","true"
"Equinox Publishing (ID 426)","Equinox Publishing10.1558","open","11317","1870","true","true"
"Erciyes Journal of Education (ID 17569)","Erciyes Journal of Education10.32433","open","7","17","true","true"
"Erciyes Universitesi Veteriner Fakultesi Dergisi (ID 17955)","Erciyes Universitesi Veteriner Fakultesi Dergisi10.32707","open","0","65","false","true"
"Erdem (ID 17959)","Erdem10.32704","open","42","53","true","true"
"Ergonomi (ID 19070)","Ergonomi10.33439","open","0","37","false","true"
"Ergoterapi ve Rehabilitasyon Dergisi (ID 12173)","Ergoterapi ve Rehabilitasyon Dergisi10.30720","open","14","66","true","true"
"Ermeni Arastirmalari (ID 22485)","Ermeni Arastirmalari10.36542","open","0","3","false","true"
"EScience Press (ID 14870)","EScience Press10.33687","open","98","160","false","true"
"Escuela de Posgrados FAC (ID 7964)","Escuela de Posgrados FAC10.18667","open","223","47","false","true"
"Escuela Militar de Cadetes Jose Maria Cordova (ID 9290)","Escuela Militar de Cadetes Jose Maria Cordova10.21830","open","204","150","false","true"
"Escuela Politecnica Nacional (ID 18646)","Escuela Politecnica Nacional10.33333","open","0","46","false","true"
"Escuela Superior Tecnologica de Artes Debora Arango (ID 23310)","Escuela Superior Tecnologica de Artes Debora Arango10.37127","open","13","29","false","true"
"Eskisehir Osmangazi Universitesi Muhendislik ve Mimarlik Fakultesi  Dergisi (ID 17036)","Eskisehir Osmangazi Universitesi Muhendislik ve Mimarlik Fakultesi Dergisi10.31796","open","0","53","false","true"
"Eskisehir Turk Dunyasi Uygulama ve Arastirma Merkezi Halk Sagligi Dergisi (ID 20505)","Eskisehir Turk Dunyasi Uygulama ve Arastirma Merkezi Halk Sagligi Dergisi10.35232","open","0","73","false","true"
"Eskiyeni (ID 24627)","Eskiyeni10.37697","open","0","20","false","true"
"Etlik Veteriner Mikrobiyoloji Dergisi (ID 21607)","Etlik Veteriner Mikrobiyoloji Dergisi10.35864","open","36","30","true","true"
"Eurasian Journal of Applied Linguistics (ID 17797)","Eurasian Journal of Applied Linguistics10.32601","open","52","60","true","true"
"Eurasian Journal of Forest Science (ID 16077)","Eurasian Journal of Forest Science10.31195","open","29","66","true","true"
"Eurasian Society of Family Medicine (ID 19528)","Eurasian Society of Family Medicine10.33880","open","0","36","false","true"
"European Academy of Applied and Social Sciences (EURAASS) (ID 20027)","European Academy of Applied and Social Sciences (EURAASS)10.34154","open","0","28","false","true"
"European Association of Cardiothoracic Surgery (EACTS Publishing Ltd) (ID 10966)","European Association of Cardiothoracic Surgery10.1510","open","344","141","true","false"
"European Centre for Disease Control and Prevention (ECDC) (ID 7995)","European Centre for Disease Control and Prevention (ECDC)10.2807","open","4614","626","true","true"
"European Journal of Forest Engineering (ID 19758)","European Journal of Forest Engineering10.33904","open","0","24","false","true"
"European Journal of Science and Technology (ID 16711)","European Journal of Science and Technology10.31590","open","0","675","false","true"
"European Journal of Technique (ID 21977)","European Journal of Technique10.36222","open","27","52","true","true"
"European Medical Group (ID 18914)","European Medical Group10.33590","open","1","30","true","true"
"European Respiratory Society (ERS) (ID 81)","European Respiratory Society 10.1183","open","25934","11508","true","true"
"European Scientific Platform (ID 21812)","European Scientific Platform10.36074","open","0","1673","false","true"
"European Society of Cardiology (ID 23241)","European Society of Cardiology10.37461","open","0","1","false","true"
"Eurowaste SRL (ID 16261)","Eurowaste SRL10.31025","open","0","188","false","true"
"Ewha Historical Institutions (ID 23266)","Ewha Historical Institutions10.37091","open","216","32","true","true"
"Ewha Institute of Unification Studies (ID 16999)","Ewha Institute of Unification Studies10.31780","open","25","15","true","true"
"Expert Projects (ID 19168)","Expert Projects10.33788","open","0","147","false","true"
"F1000 Research Ltd (ID 2560)","Biology Reports, Ltd.10.4089","limited","3572","4204","true","true"
"F1000 Research Ltd (ID 2560)","F1000 Research Ltd10.12688","open","3572","4204","true","true"
"Facultad de Psicologia - Universidad de Buenos Aires (ID 18149)","Facultad de Psicologia - Universidad de Buenos Aires10.32824","open","0","6","false","true"
"Faculty of Geology Lomonosov Moscow State University (ID 19364)","Faculty of Geology Lomonosov Moscow State University10.33623","open","124","74","true","true"
"Faculty of Humanities and Social Sciences Osijek (ID 11706)","Faculty of Humanities and Social Sciences Osijek10.29162","open","28","65","true","false"
"Faculty of Law Josip Juraj Strossmayer University of Osijek (ID 10873)","Faculty of Law Josip Juraj Strossmayer University of Osijek10.25234","open","48","145","true","true"
"Faculty of Military Health Sciences, University of Defence (ID 16486)","Faculty of Military Health Sciences, University of Defence10.31482","open","134","60","true","true"
"Faculty of Physical Education and Sports, Alexandru Ioan Cuza - University of IASI, Romania (ID 22814)","Faculty of Physical Education and Sports, Alexandru Ioan Cuza - University of IASI, Romania10.36836","open","0","40","false","true"
"Faculty of Sciences, University of Novi Sad (ID 12205)","Faculty of Sciences, University of Novi Sad10.30755","open","100","63","true","true"
"Faculty of Social Sciences, University of Saints Cyril and Methodius (ID 19615)","Faculty of Social Sciences, University of Saints Cyril and Methodius10.34135","open","0","54","false","true"
"Faculty of Sociology, Lomonosov Moscow State University (ID 10445)","Faculty of Sociology, Lomonosov Moscow State University10.24290","open","188","110","false","true"
"Faculty of Veterinary Medicine, University of Ilorin (ID 22746)","Faculty of Veterinary Medicine, University of Ilorin10.36759","open","0","25","false","true"
"Faculty Opinions Ltd (ID 4950)","Faculty Opinions Ltd10.12703","limited","195585","30679","true","false"
"Faculty Opinions Ltd (ID 4950)","Faculty Opinions Ltd10.3410","open","195585","30679","true","false"
"Fakultas Hukum Universitas Krisnadwipayana (ID 24916)","Fakultas Hukum Universitas Krisnadwipayana10.37893","open","9","36","true","true"
"Fakultas Ilmu Sosial dan Ilmu Politik Universitas Hasanuddin (ID 17239)","Fakultas Ilmu Sosial dan Ilmu Politik Universitas Hasanuddin10.31947","open","42","44","false","true"
"Fakultas Kesehatan Masyarakat Universitas Hasanuddin (ID 12065)","Fakultas Kesehatan Masyarakat Universitas Hasanuddin10.30597","open","52","130","true","false"
"Fakultas Sains dan Teknologi UINSA (ID 11616)","Fakultas Sains dan Teknologi UINSA10.29080","open","139","212","true","true"
"FapUNIFESP (SciELO) (ID 530)","Ciencia e Cultura10.21800","open","334832","44317","true","true"
"FapUNIFESP (SciELO) (ID 530)","FapUNIFESP (SciELO)10.21762","limited","334832","44317","true","true"
"FapUNIFESP (SciELO) (ID 530)","SciELO10.7476","limited","334832","44317","true","true"
"FapUNIFESP (SciELO) (ID 530)","SciELO10.1590","open","334832","44317","true","true"
"Far Eastern Scientific Center Of Physiology and Pathology of Respiration (ID 22568)","Far Eastern Scientific Center Of Physiology and Pathology of Respiration10.36604","open","137","158","true","true"
"FARC of the North-East named N.V. Rudnitskogo (ID 12214)","FARC of the North-East named N.V. Rudnitskogo10.30766","open","116","186","true","true"
"Farname, Inc. (ID 12159)","Farname, Inc.10.30699","open","138","948","true","true"
"Farwater LLC (ID 19367)","Farwater LLC10.33624","open","0","105","false","true"
"FASEB (ID 86)","Federation of American Society for Experimental Biology10.1096","open","0","129","false","true"
"Federacao Brasileira de Psicodrama (ID 7479)","Federacao Brasileira de Psicodrama10.15329","open","69","76","true","true"
"Federacion Colombiana de Obstetricia y Ginecologia (ID 7913)","Federacion Colombiana de Obstetricia y Ginecologia10.18597","open","1481","63","true","true"
"Federal Hygienic and Epidemiological Center (ID 20337)","Federal Hygienic and Epidemiological Center10.35627","open","97","330","true","true"
"Federal Research and Clinical Center for Resuscitation and Rehabilitation (ID 22303)","Federal Research and Clinical Center for Resuscitation and Rehabilitation10.36425","open","0","71","false","true"
"Federal Reserve Bank of Atlanta (ID 11885)","Federal Reserve Bank of Atlanta10.29338","open","0","61","false","true"
"Federal Reserve Bank of Cleveland (ID 11044)","Federal Reserve Bank of Cleveland10.26509","open","1205","133","true","true"
"Federal State Budgetary Educational Institution of Higher Education Moscow Pedagogical State University (ID 17119)","Federal State Budgetary Educational Institution of Higher Education Moscow Pedagogical State University10.31862","open","0","473","false","true"
"Federal State Budgetary Scientific Institution All-Russian Horticultural Institute for Breeding Agrotechnology and Nursery (ID 16829)","Federal State Budgetary Scientific Institution All-Russian Horticultural Institute for Breeding Agrotechnology and Nursery10.31676","open","0","423","false","true"
"Federal State Educational Institution of Higher Education Novosibirsk State Agrarian University (ID 16828)","Federal State Educational Institution of Higher Education Novosibirsk State Agrarian UniversityFederal State Educational Institution of Higher Education Novosibirsk State Agrarian University10.31677","open","0","107","false","true"
"Federal State-Financed Educational Institution of Higher Education Moscow State University of Psychology and Education (ID 7555)","Federal State-Financed Educational Institution of Higher Education Moscow State University of Psychology and Education10.17759","open","1626","1319","true","true"
"Federal Williams Research Center of Forage Production and Agroecology (ID 19625)","Federal Williams Research Center of Forage Production and Agroecology10.33814","open","0","87","false","true"
"Federation of State Medical Boards (ID 12221)","Federation of State Medical Boards10.30770","open","170","62","true","true"
"FGBU IMCEUAOSMP ROSZDRAVNADZOR (ID 21205)","FGBU IMCEUAOSMP ROSZDRAVNADZOR10.35576","open","0","56","false","true"
"FGI Federal Centre for Animal Health (FGI ARRIA) (ID 11876)","FGI Federal Centre for Animal Health (FGI ARRIA)10.29326","open","11","97","false","true"
"Filistin Arastirmalari Dergisi (ID 20213)","Filistin Arastirmalari Dergisi10.34230","open","0","18","false","true"
"Financial Information Society of Korea (ID 20477)","Financial Information Society of Korea10.35214","open","0","6","false","true"
"Financial University under the Government of the Russian Federation (ID 11336)","Financial University under the Government of the Russian Federation10.26794","open","134","856","false","true"
"Finnish Meteorological Institute (ID 21128)","Finnish Meteorological Institute10.35614","open","0","84","false","true"
"Firat Universitesi Muhendislik Bilimleri Dergisi (ID 20507)","Firat Universitesi Muhendislik Bilimleri Dergisi10.35234","open","3","69","false","true"
"FlashPub (ID 18912)","FlashPub10.34235","open","0","11","false","true"
"Folium Publishing Company (ID 12360)","Folium Publishing Company10.30906","open","2439","1091","false","true"
"Fondazione Vasculab impresa sociale ONLUS (ID 10112)","Fondazione Vasculab10.24019","open","50","50","false","true"
"Foundation for Orphan and Rare Lung Disease (FORLD) (ID 25319)","Foundation for Orphan and Rare Lung Disease (FORLD)10.46475","open","0","11","false","true"
"Foundation of Computer Science (ID 3103)","Foundation of Computer Science10.5120","open","22176","2411","true","false"
"Frontier Research Today S A (ID 16873)","Frontier Research Today S A10.31716","open","0","11","false","true"
"Frontier Science Associates (ID 24516)","Frontier Science Associates10.37978","open","13","78","false","true"
"Frontiers Media SA (ID 1965)","Frontiers Media SA10.3389","open","94320","82062","true","true"
"Frontiers Media SA (ID 1965)","Frontiers Media SA10.4175","limited","94320","82062","true","true"
"FSAEIHE Far Eastern Federal University (FEFU) (ID 10493)","FSAEIHE Far Eastern Federal University (FEFU)10.24866","open","269","955","false","true"
"FSB Educational Establishment of Higher Education Daghestan State Technical University (ID 9278)","FSB Educational Establishment of Higher Education Daghestan State Technical University10.21822","open","349","194","false","true"
"FSBEI HE I.P. Pavlov SPbSMU MOH Russia (ID 10511)","FSBEI HE I.P. Pavlov SPbSMU MOH Russia10.24884","open","788","628","true","true"
"FSBEI HE Voronezh State University of Engineering Technologies (ID 8498)","FSBEI HE Voronezh State University of Engineering Technologies10.20914","open","519","562","false","true"
"FSBEIHE Tula State Lev Tolstoy Pedagogical University (ID 9694)","FSBEIHE Tula State Lev Tolstoy Pedagogical University10.22405","open","92","400","false","true"
"FSBEO HPE Moscow State University of Railway Engineering (MIIT) (ID 12398)","FSBEO HPE Moscow State University of Railway Engineering (MIIT)10.30932","open","0","119","false","true"
"FSBI All Russian Research Institute for Mechanization in Agriculture (VIM) (ID 9578)","FSBI All Russian Research Institute for Mechanization in Agriculture (VIM)10.22314","open","47","110","false","true"
"FSBI Arctic and Antarctic Research Institute (FSBI AARI) (ID 12225)","FSBI Arctic and Antarctic Research Institute (FSBI AARI)10.30758","open","21","76","true","true"
"FSBI Center of Geodesy, Cartography, and SDI (ID 9687)","FSBI Center of Geodesy, Cartography, and SDI10.22389","open","584","241","false","true"
"FSBI Research Institute of Occupational Health RAMS (ID 15948)","FSBI Research Institute of Occupational Health RAMS10.31089","open","1","963","false","true"
"FSBI Russian State Library (ID 10921)","FSBI Russian State Library10.25281","open","1497","313","true","true"
"FSBI TSUREN (ID 24581)","FSBI TSUREN10.37663","open","0","39","false","true"
"FSBO - Yu. A. Gagarin Research and Test Cosmonaut Training Center (ID 20050)","FSBO - Yu. A. Gagarin Research and Test Cosmonaut Training Center10.34131","open","0","52","false","true"
"FSBSI Agricultural Research Center Donskoy (ID 16360)","FSBSI Agricultural Research Center Donskoy10.31367","open","0","190","false","true"
"FSBSI FRC N.I. Vavilov All-Russian Institute of Plant Genetic Resources (ID 12357)","FSBSI FRC N.I. Vavilov All-Russian Institute of Plant Genetic Resources10.30901","open","172","301","false","true"
"FSBSI MHI (ID 9737)","FSBSI MHI10.22449","open","272","336","false","true"
"FSBSI TINRO Center (ID 10958)","FSBSI TINRO Center10.26428","open","34","160","false","true"
"FSFEI HE Don State Technical University (ID 10035)","FSFEI HE Don State Technical University10.23947","open","438","588","false","true"
"FSPSI SCFHHRP (ID 11965)","FSPSI SCFHHRP10.29413","open","21","292","false","true"
"FSUE CRISM Prometey (ID 9617)","FSUE CRISM Prometey10.22349","open","0","174","false","true"
"FSUE VNIIMS All-Russian Research Institute of Metrological Service (ID 17594)","FSUE VNIIMS All-Russian Research Institute of Metrological Service10.32446","open","0","447","false","true"
"Fuji Technology Press Ltd. (ID 8550)","Fuji Technology Press Ltd.10.20965","open","6749","1133","true","true"
"Fund Doctors, Innovations, Science for Children (ID 10383)","Fund Doctors, Innovations, Science for Children10.24287","open","96","150","false","true"
"Fundacao Faculdade de Medicina (ID 4092)","Fundacao Faculdade de Medicina10.6061","open","1201","363","true","true"
"Fundacion Accion Contra El Hambre (ID 22579)","Fundacion Accion Contra El Hambre10.36852","open","0","6","false","true"
"Fundacion Iberoamericana De Las Industrias Culturales Y Creativas (ID 20179)","Fundacion Iberoamericana De Las Industrias Culturales Y Creativas10.36008","open","11","84","true","true"
"Fundacion para el Desarrollo de la Psicologia en el Caribe (ID 23461)","Fundacion para el Desarrollo de la Psicologia en el Caribe10.37226","open","0","8","false","true"
"Fundacion Universidad de America (ID 11625)","Fundacion Universidad de America10.29097","open","137","45","false","true"
"Fundacion Universitaria Catolica del Norte (ID 21187)","Fundacion Universitaria Catolica del Norte10.35575","open","18","42","true","true"
"Fundacion Universitaria Ceipa (ID 6622)","Fundacion Universitaria Ceipa10.16967","open","77","32","false","true"
"Fundacion Universitaria de Ciencias de la Salud (ID 16197)","Fundacion Universitaria de Ciencias de la Salud10.31260","open","702","124","true","true"
"Fundacion Universitaria del Area Andina (ID 18613)","Fundacion Universitaria del Area Andina10.33132","open","98","176","true","true"
"Fundacion Universitaria ESUMER (ID 16526)","Fundacion Universitaria ESUMER10.31469","open","12","0","true","false"
"Fundacion Universitaria Los Libertadores (ID 23917)","Fundacion Universitaria Los Libertadores10.37511","open","0","56","false","true"
"Fundacion Universitaria Monserrate - Unimonserrate (ID 11699)","Fundacion Universitaria Monserrate - Unimonserrate10.29151","open","14","36","true","true"
"Fundacion Universitaria San Pablo CEU (ID 17207)","Fundacion Universitaria San Pablo CEU10.31921","open","239","63","true","true"
"Fundacion Universitaria Sanitas (ID 11391)","Fundacion Universitaria Sanitas10.26852","open","33","45","true","true"
"Fundamental Journal of Mathematics and Applications (ID 19028)","Fundamental Journal of Mathematics and Applications10.33401","open","0","51","false","true"
"Future Medicine Ltd (ID 1057)","Future Medicine10.2217","open","25737","4915","true","true"
"Future Science Ltd (ID 2641)","Future Science Ltd10.2144","limited","11436","1907","true","true"
"Future Science Ltd (ID 2641)","Newlands Press Ltd10.4155","open","11436","1907","true","true"
"Gastroia Journal of Gastronomy and Travel Research (ID 18365)","Gastroia Journal of Gastronomy and Travel Research10.32958","open","0","66","false","true"
"Gazi University Journal of Science (ID 20818)","Gazi University Journal of Science10.35378","open","0","84","false","true"
"Gaziantep Universitesi Spor Bilimleri Dergisi (ID 16831)","Gaziantep Universitesi Spor Bilimleri Dergisi10.31680","open","0","90","false","true"
"GDEON (ID 25715)","GDEON10.46480","open","4","26","false","true"
"Genetics Society of America (ID 414)","The Genetics Society of America10.1534","open","7906","1572","true","true"
"Geological Society of America (ID 257)","Geological Society of America10.1130","open","49293","14441","true","true"
"Geological Society of London (ID 1881)","Geological Society of London10.1144","open","31018","1569","true","true"
"Geomarketing (ID 10926)","Geomarketing10.25296","open","83","210","false","true"
"Georg Thieme Verlag KG (ID 194)","10.15653 (Tierarztl Prax Ausg G Grosstiere Nutztiere)10.15653","limited","793637","95559","true","true"
"Georg Thieme Verlag KG (ID 194)","10.15654 (Tierarztl Prax Ausg K Kleintiere Heimtiere)10.15654","limited","793637","95559","true","true"
"Georg Thieme Verlag KG (ID 194)","Georg Thieme Verlag KG10.1055","open","793637","95559","true","true"
"Georg Thieme Verlag KG (ID 194)","Thieme10.1160","open","793637","95559","true","true"
"Georg Thieme Verlag KG (ID 194)","Thieme (Applied Clinical Informatics)10.4338","open","793637","95559","true","true"
"Georg Thieme Verlag KG (ID 194)","Thieme (Hamostaseologie)10.5482","open","793637","95559","true","true"
"Georg Thieme Verlag KG (ID 194)","Thieme (Methods of Information in Medicine)10.3414","open","793637","95559","true","true"
"Georg Thieme Verlag KG (ID 194)","Thieme (NuklearMedizin/NuclearMedicine)10.3413","open","793637","95559","true","true"
"Georg Thieme Verlag KG (ID 194)","Thieme (Phlebologie)10.12687","open","793637","95559","true","true"
"Georg Thieme Verlag KG (ID 194)","Thieme (Veterinary and Comparative Orthopaedics and Traumatology)10.3415","open","793637","95559","true","true"
"Georg Thieme Verlag KG (ID 194)","Thieme GmbH (IMIA Yearbook of Medical Informatics)10.15265","open","793637","95559","true","true"
"Georgia State University - Library (ID 13968)","Georgia State University - Library10.31922","open","33","1","true","true"
"Geotar-Media Publishing Group (ID 18453)","Geotar-Media Publishing Group10.33029","open","2","1229","false","true"
"Gerais: Revista Interinstitucional de Psicologia (ID 22139)","Gerais: Revista Interinstitucional de Psicologia10.36298","open","0","52","false","true"
"GI KSC RAS (ID 16152)","GI KSC RAS10.31241","open","0","314","false","true"
"Girisimcilik Inovasyon ve Pazarlama Arastirmalari Dergisi (ID 15969)","Girisimcilik Inovasyon ve Pazarlama Arastirmalari Dergisi10.31006","open","9","22","true","true"
"Glasgow Natural History Society (ID 22989)","Glasgow Natural History Society10.37208","open","0","23","false","true"
"Global Academic Excellence (M) Sdn Bhd (ID 21081)","Global Academic Excellence (M) Sdn Bhd10.35631","open","0","425","false","true"
"Global Academy of Training and Research (GATR) Enterprise (ID 14947)","Global Academy of Training and Research (GATR) Enterprise10.35609","open","0","134","false","true"
"Global Clinical and Translational Research Institute (ID 22055)","Global Clinical and Translational Research Institute10.36316","open","0","31","false","true"
"Global Health Press Pte Ltd (ID 18989)","Global Health Press Pte Ltd10.33442","open","0","100","false","true"
"Global Institute for Japanese Studies - Japanese Studies Journal (ID 17829)","Global Institute for Japanese Studies - Japanese Studies Journal10.32624","open","73","28","true","true"
"Global Power and Propulsion Society (ID 19395)","Global Power and Propulsion Society10.33737","open","21","170","true","true"
"Global Science Press (ID 2725)","Global Science Press10.4208","open","3134","1134","true","false"
"Gobierno de Navarra. Departamento de Cultura - Deporte y Juventud (ID 20778)","Gobierno de Navarra. Departamento de Cultura - Deporte y Juventud10.35462","open","0","62","false","true"
"Goodfellow Publishers, Ltd. (ID 10001)","Goodfellow Publishers, Ltd.10.23912","open","379","159","true","true"
"Gramota Publishers (ID 12302)","Gramota Publishers10.30853","open","5","4005","true","true"
"Granthaalayah Publications and Printers (ID 11657)","Granthaalayah Publications and Printers10.29121","open","27","786","false","true"
"GRAPHIMEDIC SA DE CV (ID 18774)","GRAPHIMEDIC SA DE CV10.35366","open","0","485","false","true"
"Grebennikov Publishing House (ID 22605)","Grebennikov Publishing House10.36627","open","0","180","false","true"
"GRID Architecture, Planning and Design Journal, Cankaya University (ID 23503)","GRID Architecture, Planning and Design Journal, Cankaya University10.37246","open","0","29","false","true"
"Grupo Comunicar (ID 2274)","Grupo Comunicar10.3916","open","1440","110","true","true"
"Grupo Docentes 20 C.A. (ID 24793)","Grupo Docentes 20 C.A.10.37843","open","0","22","false","true"
"GSC Online Press (ID 12033)","GSC Online Press10.30574","open","25","753","false","true"
"GUDAPURIS LLC (ID 16936)","GUDAPURIS LLC10.31829","open","33","31","true","true"
"Guilford Publications (ID 377)","Guilford Publications10.1521","open","11786","897","true","true"
"Gujarat University (ID 24801)","Gujarat University10.37867","open","0","10","false","true"
"Gumushane University (ID 25033)","Gumushane University10.37989","open","0","8","false","true"
"Guttmacher Institute (ID 259)","Guttmacher Institute10.1363","open","1140","138","true","true"
"Guvenlik Bilimleri Dergisi (ID 11500)","Guvenlik Bilimleri Dergisi10.28956","open","45","61","true","true"
"H. S. Skovoroda Kharkiv National Pedagogical University (ID 19234)","H. S. Skovoroda Kharkiv National Pedagogical University10.34142","open","0","284","false","true"
"Hacettepe Hukuk Fakultesi Dergisi (ID 18367)","Hacettepe Hukuk Fakultesi Dergisi10.32957","open","0","31","false","true"
"Hacettepe Universitesi Edebiyat Fakultesi Dergisi (ID 17795)","Hacettepe Universitesi Edebiyat Fakultesi Dergisi10.32600","open","2","65","false","true"
"Hacettepe Universitesi Hemsirelik Fakultesi Dergisi (ID 15987)","Hacettepe Universitesi Hemsirelik Fakultesi Dergisi10.31125","open","0","54","false","true"
"Hak Is Uluslararasi Emek ve Toplum Dergisi (ID 15938)","Hak Is Uluslararasi Emek ve Toplum Dergisi10.31199","open","0","58","false","true"
"Halic University (ID 25593)","Halic University10.46373","open","0","12","false","true"
"Hamad bin Khalifa University Press (HBKU Press) (ID 3277)","Hamad bin Khalifa University Press (HBKU Press)10.5339","open","5469","601","true","true"
"Hapres (ID 8586)","Hapres10.20900","open","106","265","false","true"
"Harran Universitesi Ilahiyat Fakultesi Dergisi (ID 12071)","Harran Universitesi Ilahiyat Fakultesi Dergisi10.30623","open","1","40","true","true"
"Harran Universitesi Tip Fakultesi Dergisi (ID 20965)","Harran Universitesi Tip Fakultesi Dergisi10.35440","open","0","108","false","true"
"Harran Universitesi Veteriner Fakultesi Dergisi (ID 16005)","Harran Universitesi Veteriner Fakultesi Dergisi10.31196","open","36","95","true","true"
"Health Affairs (Project Hope) (ID 102)","Project Hope10.1377","open","9479","954","true","true"
"Helsinki University Press (ID 18616)","Helsinki University Press10.33134","open","620","160","true","true"
"Hetman Petro Sahaidachnyi National Army Academy (ID 19292)","Hetman Petro Sahaidachnyi National Army Academy10.33577","open","167","179","false","true"
"High Rate Consulting Corp (ID 22160)","High Rate Consulting Corp10.36390","open","0","107","false","true"
"Hindawi Limited (ID 98)","Hindawi (Conference Papers in Science)10.7217","open","192291","49401","true","true"
"Hindawi Limited (ID 98)","Hindawi (Datasets International)10.7167","open","192291","49401","true","true"
"Hindawi Limited (ID 98)","Hindawi (International Scholarly Research Network)10.5402","open","192291","49401","true","true"
"Hindawi Limited (ID 98)","Hindawi (Scientifica)10.6064","open","192291","49401","true","true"
"Hindawi Limited (ID 98)","Hindawi (The Scientific World)10.1100","open","192291","49401","true","true"
"Hindawi Limited (ID 98)","Hindawi Limited10.1155","open","192291","49401","true","true"
"Hindawi Limited (ID 98)","Hindawi Publishing Corporation (Sage-Hindawi Access to Research)10.4061","open","192291","49401","true","true"
"Hindawi Limited (ID 98)","Hindawi Publishing Corporation (Syrexe)10.3814","open","192291","49401","true","true"
"Historical and Social Educational Ideas (ID 7150)","Historical and Social Educational Ideas10.17748","open","1760","266","true","true"
"Hogrefe Publishing Group (ID 101)","Hogrefe Publishing Group10.1024","open","35716","4695","true","true"
"Hogrefe Publishing Group (ID 101)","Hogrefe Publishing Group10.1027","open","35716","4695","true","true"
"Hogrefe Publishing Group (ID 101)","Hogrefe Publishing Group10.1026","open","35716","4695","true","true"
"Hue Central Hospital (ID 25000)","Hue Central Hospital10.38103","open","0","2","false","true"
"Hue University of Medicine and Pharmacy (ID 19392)","Hue University of Medicine and Pharmacy10.34071","open","661","161","true","true"
