"Member Name & ID","Sponsored member & prefix","Reference Visibility","Total Backfile DOIs","Total Current DOIs","Deposits Backfile References","Deposits Current References"
"Humanist Publishing House (ID 12179)","Humanist Publishing House10.30727","open","1","280","false","true"
"Hwarang Dae Research Institute (ID 15966)","Hwarang Dae Research Institute10.31066","open","227","37","true","true"
"IAIN BONE (ID 12315)","IAIN BONE10.30863","open","2","211","false","true"
"IAIN Manado (ID 15995)","IAIN Manado10.30984","open","259","292","false","true"
"IBEPES (Instituto Brasileiro de Estudos e Pesquisas Sociais) (ID 8971)","IBEPES (Instituto Brasileiro de Estudos e Pesquisas Sociais)10.21529","open","717","81","true","true"
"IBKNORGCORP S.A. (ID 25391)","IBKNORGCORP S.A.10.46296","open","7","43","true","true"
"Ictimaiyat (ID 19493)","Ictimaiyat10.33709","open","0","31","false","true"
"IDEALKENT (ID 16019)","IDEALKENT10.31198","open","0","87","false","true"
"IEOM Society International (ID 25272)","IEOM Society International10.46254","open","0","13","false","true"
"IGG UB RAS (ID 10556)","IGG UB RAS10.24930","open","64","132","false","true"
"IGI Global (ID 2432)","IGI Global10.4018","open","74136","36834","true","true"
"IIUM Press (ID 16374)","IIUM Press10.31436","open","1147","398","true","true"
"IJREAM Publishing House (ID 19688)","IJREAM Publishing House10.35291","open","0","29","false","true"
"IJS Press (ID 11886)","IJS Press10.29337","open","0","36","false","true"
"Ikatan Peneliti Lingkungan Binaan Indonesia (ID 17259)","Ikatan Peneliti Lingkungan Binaan Indonesia10.32315","open","320","19","true","true"
"Ille Mikhail Evgenievich (ID 19146)","Ille Mikhail Evgenievich10.33491","open","0","23","false","true"
"Illinois State University (ID 12167)","Illinois State University10.30707","open","219","150","true","true"
"IMAIOS (ID 23118)","IMAIOS10.37019","open","715","0","true","false"
"IMR Press (ID 16242)","IMR Press10.12892","open","0","348","false","true"
"IMR Press (ID 16242)","IMR Press10.12891","open","0","348","false","true"
"IMR Press (ID 16242)","IMR Press10.31083","open","0","348","false","true"
"INAKOS International Association of Korean Literacy and Cultural Studies (ID 12211)","INAKOS International Association of Korean Literacy and Cultural Studies10.30760","open","170","33","true","true"
"Indian Dental Association (ID 18701)","Indian Dental Association10.33882","open","0","109","false","true"
"Indiana University Press (ID 1560)","Indiana University Press10.2979","open","18944","2297","true","false"
"Indira Technologies (ID 20268)","Indira Technologies10.35121","open","0","23","false","true"
"Industrial University of Tyumen (ID 16806)","Industrial University of Tyumen10.31660","open","460","267","true","true"
"Infomed-Verlags AG (ID 24093)","Infomed-Verlags AG10.37667","open","398","49","true","true"
"Informa Healthcare (ID 3197)","Informa UK (Ashley Publications)10.1517","open","29869","0","true","false"
"Informa Healthcare (ID 3197)","Informa UK (Librapharm)10.1185","limited","29869","0","true","false"
"Informa Healthcare (ID 3197)","Informa UK (PharmaProjects)10.3111","limited","29869","0","true","false"
"Informa UK Limited (ID 301)","Council on Social Work Education10.5175","limited","4664399","782055","true","true"
"Informa UK Limited (ID 301)","CRC Press10.1201","open","4664399","782055","true","true"
"Informa UK Limited (ID 301)","Dove Medical Press10.2147","open","4664399","782055","true","true"
"Informa UK Limited (ID 301)","Earthscan10.3763","limited","4664399","782055","true","true"
"Informa UK Limited (ID 301)","Engineers Australia10.7158","limited","4664399","782055","true","true"
"Informa UK Limited (ID 301)","Fundacion Infancia y Aprendizaje10.1174","open","4664399","782055","true","true"
"Informa UK Limited (ID 301)","Illuminating Engineering Society of North America10.1582","limited","4664399","782055","true","true"
"Informa UK Limited (ID 301)","Informa Healthcare (Expert Reviews, LTD)10.1586","open","4664399","782055","true","true"
"Informa UK Limited (ID 301)","Informa UK (Air & Waste Management Association)10.3155","limited","4664399","782055","true","true"
"Informa UK Limited (ID 301)","Informa UK (American Statistical Association)10.1198","limited","4664399","782055","true","true"
"Informa UK Limited (ID 301)","Informa UK (Beech Tree Publishing)10.3152","limited","4664399","782055","true","true"
"Informa UK Limited (ID 301)","Informa UK (Canadian Meteorological and Oceanographic Society)10.3137","limited","4664399","782055","true","true"
"Informa UK Limited (ID 301)","Informa UK (Encyclopedia of Astronomy and Astrophysics)10.1888","open","4664399","782055","true","true"
"Informa UK Limited (ID 301)","Informa UK (Georg D. W. Callwey GambH and Co., KG)10.3939","limited","4664399","782055","true","true"
"Informa UK Limited (ID 301)","Informa UK (Heldref Publications)10.3200","limited","4664399","782055","true","true"
"Informa UK Limited (ID 301)","Informa UK (Human Frontier Science Program Publishing)10.2976","limited","4664399","782055","true","true"
"Informa UK Limited (ID 301)","Informa UK (IAHS Ltd.)10.1623","limited","4664399","782055","true","true"
"Informa UK Limited (ID 301)","Informa UK (Informa Healthcare)10.3109","open","4664399","782055","true","true"
"Informa UK Limited (ID 301)","Informa UK (International Association of Hydraulic Engineering and Research (IAHR))10.3826","limited","4664399","782055","true","true"
"Informa UK Limited (ID 301)","Informa UK (Journal of Maps)10.4113","limited","4664399","782055","true","true"
"Informa UK Limited (ID 301)","Informa UK (Lawrence Erlbaum Associates, Inc)10.2513","limited","4664399","782055","true","true"
"Informa UK Limited (ID 301)","Informa UK (Lawrence Erlbaum Associates, Inc.)10.1207","limited","4664399","782055","true","true"
"Informa UK Limited (ID 301)","Informa UK (Marcel Dekker)10.1081","open","4664399","782055","true","true"
"Informa UK Limited (ID 301)","Informa UK (Multilingual Matters)10.2167","limited","4664399","782055","true","true"
"Informa UK Limited (ID 301)","Informa UK (National Inquiry Services Center/African Journals Online)10.3187","limited","4664399","782055","true","true"
"Informa UK Limited (ID 301)","Informa UK (Regulatory Affairs)10.3110","limited","4664399","782055","true","true"
"Informa UK Limited (ID 301)","Informa UK (Routledge)10.4324","open","4664399","782055","true","true"
"Informa UK Limited (ID 301)","Informa UK (Taylor & Francis Books)10.1531","open","4664399","782055","true","true"
"Informa UK Limited (ID 301)","Informa UK (Taylor & Francis)10.1080","open","4664399","782055","true","true"
"Informa UK Limited (ID 301)","Informa UK(IOP Books)10.1887","open","4664399","782055","true","true"
"Informa UK Limited (ID 301)","International Phycological Society10.2216","open","4664399","782055","true","true"
"Informa UK Limited (ID 301)","JTE Multimedia LLC10.3810","limited","4664399","782055","true","true"
"Informa UK Limited (ID 301)","Landes Bioscience10.4161","limited","4664399","782055","true","true"
"Informa UK Limited (ID 301)","National Association of Geoscience Teachers10.5408","limited","4664399","782055","true","true"
"Informa UK Limited (ID 301)","Nottingham University Press10.5661","limited","4664399","782055","true","true"
"Informatics Publishing Limited (ID 7656)","Informatics Publishing Limited10.18311","open","1947","551","true","true"
"Information and Publishing Centre Statistics of Russia (ID 19932)","Information and Publishing Centre Statistics of Russia10.34023","open","0","89","false","true"
"Informatization and Communication Journal Editorial Board (ID 20217)","Informatization and Communication Journal Editorial Board10.34219","open","0","68","false","true"
"Infra-M Academic Publishing House (ID 5106)","Infra-M Academic Publishing House10.12737","open","11074","4751","true","true"
"Inishmore Laser Scientific Publishing Ltd (ID 11943)","Inishmore Laser Scientific Publishing Ltd10.29392","open","12","284","true","true"
"Inje Institute of Democracy and Autonomy (ID 20127)","Inje Institute of Democracy and Autonomy10.34164","open","90","20","true","true"
"Innovative Defense Acquisition Society (ID 19213)","Innovative Defense Acquisition Society10.33530","open","0","4","false","true"
"Innovative Healthcare Institute (ID 22027)","Innovative Healthcare Institute10.36401","open","0","44","false","true"
"Inonu Universitesi Hukuk Fakultesi Dergisi (ID 8929)","Inonu Universitesi Hukuk Fakultesi Dergisi10.21492","open","50","126","true","true"
"Inonu Universitesi Saglik Hizmetleri Meslek Yuksek Okulu Dergisi (ID 19492)","Inonu Universitesi Saglik Hizmetleri Meslek Yuksek Okulu Dergisi10.33715","open","0","39","false","true"
"Inovatus Usluge d.o.o. (ID 7993)","Inovatus Usluge d.o.o.10.18775","open","404","270","true","true"
"Institucion Universitaria Colombo Americana - UNICA (ID 11355)","Institucion Universitaria Colombo Americana - UNICA10.26817","open","63","58","false","true"
"Institucion Universitaria Pascual Bravo (ID 18605)","Institucion Universitaria Pascual Bravo10.33131","open","15","31","false","true"
"Institut Ilmu Kesehatan STRADA Indonesia (STRADA Indonesia Health Sciences Institute) (ID 16037)","Institut Ilmu Kesehatan STRADA Indonesia (STRADA Indonesia Health Sciences Institute)10.30994","open","17","357","true","false"
"Institut za Savremenu Istoriju (ID 11916)","Institut za Savremenu Istoriju10.29362","open","211","85","false","true"
"Institute for African Studies of the Russian Academy of Science (ID 16271)","Institute for African Studies of the Russian Academy of Science10.31132","open","0","84","false","true"
"Institute for Applied and Pure Mathematics (IMPA) (ID 12207)","Institute for Applied and Pure Mathematics (IMPA)10.30757","open","81","129","true","true"
"Institute for Cultural Research of the National Academy of Arts of Ukraine (ID 24535)","Institute for Cultural Research of the National Academy of Arts of Ukraine10.37627","open","0","75","false","true"
"Institute for Development and International Relations (ID 23383)","Institute for Development and International Relations10.37173","open","16","29","false","true"
"Institute for History of Medicine (ID 20567)","Institute for History of Medicine10.35276","open","0","22","false","true"
"Institute for Law of Science and Technology (ID 17559)","Institute for Law of Science and Technology10.32430","open","240","45","true","true"
"Institute for Metals Superplasticity Problems of RAS (ID 9481)","Institute for Metals Superplasticity Problems of RAS10.22226","open","547","257","false","true"
"Institute for New Economic Thinking (ID 22621)","Institute for New Economic Thinking10.36687","open","0","24","false","true"
"Institute for Peace and Unification Studies Seoul National University (ID 20755)","Institute for Peace and Unification Studies Seoul National University10.35369","open","44","49","true","true"
"Institute for Public Health of the National Academy of Medical Sciences of Ukraine (ID 17451)","Institute for Public Health of the National Academy of Medical Sciences of Ukraine10.32402","open","175","206","true","true"
"Institute of Aeronautics and Space (ID 2953)","Institute of Aeronautics and Space10.5028","open","396","130","true","true"
"Institute of Agriculture Science and Technology (ID 11884)","Institute of Agriculture Science and Technology10.29335","open","53","15","true","true"
"Institute of Agrocultural Microbiology and Agro-industrial Manufacture of NAAS of Ukraine (ID 21615)","Institute of Agrocultural Microbiology and Agro-industrial Manufacture of NAAS of Ukraine10.35868","open","0","20","false","true"
"Institute of Agrophysics Polish Academy of Sciences (ID 16399)","Institute of Agrophysics Polish Academy of Sciences10.31545","open","180","150","true","false"
"Institute of Animal Reproduction and Food Research of the Polish Academy of Sciences (ID 17093)","Institute of Animal Reproduction and Food Research of the Polish Academy of Sciences10.31883","open","223","96","true","true"
"Institute of Applied Ecology (ID 7745)","Institute of Applied Ecology10.18470","open","624","149","false","true"
"Institute of Applied Mathematics and Mechanics of the National Academy of Sciences of Ukraine (ID 23242)","Institute of Applied Mathematics and Mechanics of the National Academy of Sciences of Ukraine10.37069","open","0","71","false","true"
"Institute of Biotechnology and Bioindustry, Korea National University of Transportation (ID 23938)","Institute of Biotechnology and Bioindustry, Korea National University of Transportation10.37503","open","0","8","false","true"
"Institute of Cardio Technics - INCART (ID 20709)","Institute of Cardio Technics - INCART10.35336","open","0","28","false","true"
"Institute of Cell Therapy (ID 9788)","Institute of Cell Therapy10.22494","open","90","33","true","true"
"Institute of Certified Specialists (ID 19527)","Institute of Certified Specialists10.33847","open","0","7","false","true"
"Institute of Chemical Engineering, Bulgarian Academy of Sciences (ID 19814)","Institute of Chemical Engineering, Bulgarian Academy of Sciences10.34049","open","0","20","false","true"
"Institute of Economics, Technologies and Entrepreneurship (ID 23638)","Institute of Economics, Technologies and Entrepreneurship10.37332","open","0","79","false","true"
"Institute of Electrical and Electronics Engineers (IEEE) (ID 263)","Institute of Electrical and Electronics Engineers10.1109","closed","3229421","610715","true","true"
"Institute of Electrical and Electronics Engineers (IEEE) (ID 263)","Institute of Electrical and Electronics Engineers10.23919","limited","3229421","610715","true","true"
"Institute of Electrical and Electronics Engineers (IEEE) (ID 263)","Institute of Electrical and Electronics Engineers (IEEE) preprint10.36227","open","3229421","610715","true","true"
"Institute of Electrical and Electronics Engineers (IEEE) (ID 263)","Institute of Electrical and Electronics Engineers - Bell Labs10.15325","limited","3229421","610715","true","true"
"Institute of Electrical and Electronics Engineers (IEEE) (ID 263)","Journal of Systems Engineering and Electronics10.21629","limited","3229421","610715","true","true"
